ID_Word,ID_Aya,idSourat,NumAya,idRacine,ArabicWord,englishWord
149,2:13,2,13,42,ءَامَنَ,believed
150,2:13,2,13,1120,النَّاسُ,"the people,"""
151,2:13,2,13,1205,قَالُوا,"they say,"
152,2:13,2,13,42,أَنُؤْمِنُ,"""Should we believe"
153,2:13,2,13,757,كَمَا,as
154,2:13,2,13,42,ءَامَنَ,believed
155,2:13,2,13,1448,السُّفَهَاءُ,"the fools?"""
156,2:13,2,13,866,أَلَا,"Beware,"
157,2:13,2,13,51,إِنَّهُمْ,certainly they
158,2:13,2,13,516,هُمُ,themselves
159,2:13,2,13,1448,السُّفَهَاءُ,(are) the fools
160,2:13,2,13,899,وَلَكِنْ,[and] but
161,2:13,2,13,866,لَا,not
162,2:13,2,13,126,يَعْلَمُونَ,they know.
163,2:14,2,14,79,وَإِذَا,And when
164,2:14,2,14,913,لَقُوا,they meet
165,2:14,2,14,29,الَّذِينَ,those who
166,2:14,2,14,42,ءَامَنُوا,"believe[d],"
167,2:14,2,14,1205,قَالُوا,"they say,"
168,2:14,2,14,42,ءَامَنَّا,"""We believe[d]."""
169,2:14,2,14,79,وَإِذَا,But when
170,2:14,2,14,819,خَلَوْا,they are alone
171,2:14,2,14,36,إِلَى,with
172,2:14,2,14,1416,شَيَاطِينِهِمْ,"their evil ones,"
173,2:14,2,14,1205,قَالُوا,"they say,"
174,2:14,2,14,51,إِنَّا,"""Indeed, we"
175,2:14,2,14,937,مَعَكُمْ,"(are) with you,"
176,2:14,2,14,52,إِنَّمَا,only
177,2:14,2,14,1056,نَحْنُ,we
178,2:14,2,14,547,مُسْتَهْزِءُونَ,"(are) mockers."""
179,2:15,2,15,25,اللَّهُ,Allah
180,2:15,2,15,547,يَسْتَهْزِئُ,mocks
181,2:15,2,15,208,بِهِمْ,"at them,"
182,2:15,2,15,943,وَيَمُدُّهُمْ,and prolongs them
183,2:15,2,15,439,فِي,in
184,2:15,2,15,1571,طُغْيَانِهِمْ,"their transgression,"
185,2:15,2,15,132,يَعْمَهُونَ,they wander blindly.
186,2:16,2,16,87,أُولَئِكَ,Those
187,2:16,2,16,29,الَّذِينَ,(are) the ones who
188,2:16,2,16,1412,اشْتَرَوُا,bought
189,2:16,2,16,311,الضَّلَالَةَ,[the] astraying
190,2:16,2,16,507,بِالْهُدَى,for [the] guidance.
191,2:16,2,16,933,فَمَا,So not
192,2:16,2,16,1220,رَبِحَتْ,profited
193,2:16,2,16,1547,تِجَارَتُهُمْ,their commerce
194,2:16,2,16,933,وَمَا,and not
195,2:16,2,16,785,كَانُوا,were they
196,2:16,2,16,507,مُهْتَدِينَ,guided-ones.
197,2:17,2,17,1004,مَثَلُهُمْ,Their example
198,2:17,2,17,1004,كَمَثَلِ,(is) like (the) example
199,2:17,2,17,29,الَّذِي,(of) the one who
200,2:17,2,17,1692,اسْتَوْقَدَ,kindled
201,2:17,2,17,1117,نَارًا,"a fire,"
202,2:17,2,17,904,فَلَمَّا,"then, when"
203,2:17,2,17,319,أَضَاءَتْ,it illuminated
204,2:17,2,17,933,مَا,what
205,2:17,2,17,632,حَوْلَهُ,(was) around him
206,2:17,2,17,1632,ذَهَبَ,took away
207,2:17,2,17,25,اللَّهُ,Allah
208,2:17,2,17,1117,بِنُورِهِمْ,their light
209,2:17,2,17,1556,وَتَرَكَهُمْ,and left them
210,2:17,2,17,439,فِي,in
211,2:17,2,17,1755,ظُلُمَاتٍ,"darkness[es],"
212,2:17,2,17,866,لَا,(so) not
213,2:17,2,17,272,يُبْصِرُونَ,(do) they see.
214,2:18,2,18,1343,صُمٌّ,"Deaf,"
215,2:18,2,18,237,بُكْمٌ,"dumb,"
216,2:18,2,18,138,عُمْيٌ,"blind,"
217,2:18,2,18,516,فَهُمْ,so they
218,2:18,2,18,866,لَا,not
219,2:18,2,18,1250,يَرْجِعُونَ,[they] will not return.
220,2:19,2,19,82,أَوْ,Or
221,2:19,2,19,1357,كَصَيِّبٍ,like a rainstorm
222,2:19,2,19,974,مِنَ,from
223,2:19,2,19,1493,السَّمَاءِ,the sky
224,2:19,2,19,439,فِيهِ,in it (are)
225,2:19,2,19,1755,ظُلُمَاتٌ,"darkness[es],"
226,2:19,2,19,1216,وَرَعْدٌ,"and thunder,"
227,2:19,2,19,266,وَبَرْقٌ,and lightning.
228,2:19,2,19,655,يَجْعَلُونَ,They put
229,2:19,2,19,1307,أَصَابِعَهُمْ,their fingers
230,2:19,2,19,439,فِي,in
231,2:19,2,19,80,ءَاذَانِهِمْ,their ears
232,2:19,2,19,974,مِنَ,from
233,2:19,2,19,1304,الصَّوَاعِقِ,the thunderclaps
234,2:19,2,19,629,حَذَرَ,(in) fear (of)
235,2:19,2,19,1010,الْمَوْتِ,[the] death.
236,2:19,2,19,25,وَاللَّهُ,And Allah
237,2:19,2,19,636,مُحِيطٌ,(is) [the One Who] encompasses
238,2:19,2,19,742,بِالْكَافِرِينَ,the disbelievers.
239,2:20,2,20,783,يَكَادُ,Almost
240,2:20,2,20,266,الْبَرْقُ,the lightning
241,2:20,2,20,848,يَخْطَفُ,snatches away
242,2:20,2,20,272,أَبْصَارَهُمْ,their sight.
243,2:20,2,20,753,كُلَّمَا,Whenever
244,2:20,2,20,319,أَضَاءَ,it flashes
245,2:20,2,20,865,لَهُمْ,for them
246,2:20,2,20,992,مَشَوْا,they walk
247,2:20,2,20,439,فِيهِ,"in it,"
248,2:20,2,20,79,وَإِذَا,and when
249,2:20,2,20,1755,أَظْلَمَ,it darkens
250,2:20,2,20,130,عَلَيْهِمْ,on them
251,2:20,2,20,1206,قَامُوا,they stand (still).
252,2:20,2,20,917,وَلَوْ,And if
253,2:20,2,20,1424,شَاءَ,had willed
254,2:20,2,20,25,اللَّهُ,"Allah,"
255,2:20,2,20,1632,لَذَهَبَ,He would certainly have taken away
256,2:20,2,20,1487,بِسَمْعِهِمْ,"their hearing,"
257,2:20,2,20,272,وَأَبْصَارِهِمْ,and their sight.
258,2:20,2,20,51,إِنَّ,"Indeed,"
259,2:20,2,20,25,اللَّهَ,Allah
260,2:20,2,20,130,عَلَى,(is) on
261,2:20,2,20,753,كُلِّ,every
262,2:20,2,20,1424,شَيْءٍ,thing
263,2:20,2,20,1144,قَدِيرٌ,All-Powerful.
264,2:21,2,21,96,يَاأَيُّهَا,O
265,2:21,2,21,1120,النَّاسُ,mankind!
266,2:21,2,21,101,اعْبُدُوا,worship
267,2:21,2,21,1219,رَبَّكُمُ,"your Lord,"
268,2:21,2,21,29,الَّذِي,the One Who
269,2:21,2,21,816,خَلَقَكُمْ,created you
270,2:21,2,21,29,وَالَّذِينَ,and those
271,2:21,2,21,974,مِنْ,from
272,2:21,2,21,1134,قَبْلِكُمْ,"before you,"
273,2:21,2,21,870,لَعَلَّكُمْ,so that you may
274,2:21,2,21,1697,تَتَّقُونَ,become righteous.
275,2:22,2,22,29,الَّذِي,The One Who
276,2:22,2,22,655,جَعَلَ,made
277,2:22,2,22,865,لَكُمُ,for you
278,2:22,2,22,61,الْأَرْضَ,the earth
279,2:22,2,22,410,فِرَاشًا,a resting place
280,2:22,2,22,1493,وَالسَّمَاءَ,and the sky
281,2:22,2,22,252,بِنَاءً,"a canopy,"
282,2:22,2,22,1128,وَأَنْزَلَ,and sent down
283,2:22,2,22,974,مِنَ,from
284,2:22,2,22,1493,السَّمَاءِ,the sky
285,2:22,2,22,1005,مَاءً,"water,"
286,2:22,2,22,830,فَأَخْرَجَ,then brought forth
287,2:22,2,22,208,بِهِ,therewith
288,2:22,2,22,974,مِنَ,[of]
289,2:22,2,22,1615,الثَّمَرَاتِ,the fruits
290,2:22,2,22,1301,رِزْقًا,(as) provision
291,2:22,2,22,865,لَكُمْ,for you.
292,2:22,2,22,866,فَلَا,So (do) not
293,2:22,2,22,655,تَجْعَلُوا,set up
294,2:22,2,22,25,لِلَّهِ,to Allah
295,2:22,2,22,1035,أَنْدَادًا,rivals
296,2:22,2,22,56,وَأَنْتُمْ,while you
297,2:22,2,22,126,تَعْلَمُونَ,[you] know.
298,2:23,2,23,47,وَإِنْ,And if
299,2:23,2,23,785,كُنْتُمْ,you are
300,2:23,2,23,439,فِي,in
301,2:23,2,23,1298,رَيْبٍ,doubt
302,2:23,2,23,973,مِمَّا,about what
303,2:23,2,23,1128,نَزَّلْنَا,We have revealed
304,2:23,2,23,130,عَلَى,to
305,2:23,2,23,101,عَبْدِنَا,"Our slave,"
306,2:23,2,23,73,فَأْتُوا,then produce
307,2:23,2,23,1532,بِسُورَةٍ,a chapter
308,2:23,2,23,974,مِنْ,[of]
309,2:23,2,23,1004,مِثْلِهِ,like it
310,2:23,2,23,327,وَادْعُوا,and call
311,2:23,2,23,1381,شُهَدَاءَكُمْ,your witnesses
312,2:23,2,23,974,مِنْ,from
313,2:23,2,23,369,دُونِ,other than
314,2:23,2,23,25,اللَّهِ,Allah
315,2:23,2,23,47,إِنْ,if
316,2:23,2,23,785,كُنْتُمْ,you are
317,2:23,2,23,1317,صَادِقِينَ,truthful.
318,2:24,2,24,47,فَإِنْ,But if
319,2:24,2,24,900,لَمْ,not
320,2:24,2,24,374,تَفْعَلُوا,"you do,"
321,2:24,2,24,907,وَلَنْ,and never
322,2:24,2,24,374,تَفْعَلُوا,"will you do,"
323,2:24,2,24,1697,فَاتَّقُوا,then fear
324,2:24,2,24,1117,النَّارَ,the Fire
325,2:24,2,24,28,الَّتِي,whose
326,2:24,2,24,1692,وَقُودُهَا,[its] fuel
327,2:24,2,24,1120,النَّاسُ,(is) [the] men
328,2:24,2,24,570,وَالْحِجَارَةُ,"and [the] stones,"
329,2:24,2,24,110,أُعِدَّتْ,prepared
330,2:24,2,24,742,لِلْكَافِرِينَ,for the disbelievers.
331,2:25,2,25,273,وَبَشِّرِ,And give good news
332,2:25,2,25,29,الَّذِينَ,(to) those who
333,2:25,2,25,42,ءَامَنُوا,"believe,"
334,2:25,2,25,133,وَعَمِلُوا,and do
335,2:25,2,25,1337,الصَّالِحَاتِ,"[the] righteous deeds,"
336,2:25,2,25,51,أَنَّ,that
337,2:25,2,25,865,لَهُمْ,for them
338,2:25,2,25,693,جَنَّاتٍ,"(will be) Gardens,"
339,2:25,2,25,701,تَجْرِي,flow
340,2:25,2,25,974,مِنْ,[from]
341,2:25,2,25,1546,تَحْتِهَا,under them
342,2:25,2,25,1052,الْأَنْهَارُ,the rivers.
343,2:25,2,25,753,كُلَّمَا,Every time
344,2:25,2,25,1301,رُزِقُوا,they are provided
345,2:25,2,25,974,مِنْهَا,therefrom
346,2:25,2,25,974,مِنْ,of
347,2:25,2,25,1615,ثَمَرَةٍ,fruit
348,2:25,2,25,1301,رِزْقًا,"(as) provision,"
349,2:25,2,25,1205,قَالُوا,"they (will) say,"
350,2:25,2,25,500,هَذَا,"""This (is)"
351,2:25,2,25,29,الَّذِي,the one which
352,2:25,2,25,1301,رُزِقْنَا,we were provided
353,2:25,2,25,974,مِنْ,from
354,2:25,2,25,1134,قَبْلُ,"before."""
355,2:25,2,25,73,وَأُتُوا,And they will be given
356,2:25,2,25,208,بِهِ,therefrom
357,2:25,2,25,1372,مُتَشَابِهًا,(things) in resemblance;
358,2:25,2,25,865,وَلَهُمْ,And for them
359,2:25,2,25,439,فِيهَا,therein
360,2:25,2,25,1792,أَزْوَاجٌ,spouses
361,2:25,2,25,1573,مُطَهَّرَةٌ,"purified,"
362,2:25,2,25,516,وَهُمْ,and they
363,2:25,2,25,439,فِيهَا,therein
364,2:25,2,25,813,خَالِدُونَ,(will) abide forever.
365,2:26,2,26,51,إِنَّ,"Indeed,"
366,2:26,2,26,25,اللَّهَ,Allah
367,2:26,2,26,866,لَا,(is) not
368,2:26,2,26,648,يَسْتَحْيِي,ashamed
369,2:26,2,26,47,أَنْ,to
370,2:26,2,26,317,يَضْرِبَ,set forth
371,2:26,2,26,1004,مَثَلًا,an example
372,2:26,2,26,933,مَا,(like) even
373,2:26,2,26,212,بَعُوضَةً,(of) a mosquito
374,2:26,2,26,933,فَمَا,and (even) something
375,2:26,2,26,435,فَوْقَهَا,above it.
376,2:26,2,26,41,فَأَمَّا,Then as for
377,2:26,2,26,29,الَّذِينَ,those who
378,2:26,2,26,42,ءَامَنُوا,"believed,"
379,2:26,2,26,126,فَيَعْلَمُونَ,[thus] they will know
380,2:26,2,26,51,أَنَّهُ,that it
381,2:26,2,26,595,الْحَقُّ,(is) the truth
382,2:26,2,26,974,مِنْ,from
383,2:26,2,26,1219,رَبِّهِمْ,their Lord.
384,2:26,2,26,41,وَأَمَّا,And as for
385,2:26,2,26,29,الَّذِينَ,those who
386,2:26,2,26,742,كَفَرُوا,disbelieved
387,2:26,2,26,1205,فَيَقُولُونَ,[thus] they will say
388,2:26,2,26,935,مَاذَا,what
389,2:26,2,26,1293,أَرَادَ,(did) intend
390,2:26,2,26,25,اللَّهُ,Allah
391,2:26,2,26,500,بِهَذَا,by this
392,2:26,2,26,1004,مَثَلًا,example?
393,2:26,2,26,311,يُضِلُّ,He lets go astray
394,2:26,2,26,208,بِهِ,by it
395,2:26,2,26,780,كَثِيرًا,many
396,2:26,2,26,507,وَيَهْدِي,and He guides
397,2:26,2,26,208,بِهِ,by it
398,2:26,2,26,780,كَثِيرًا,many.
399,2:26,2,26,933,وَمَا,And not
400,2:26,2,26,311,يُضِلُّ,He lets go astray
401,2:26,2,26,208,بِهِ,by it
402,2:26,2,26,27,إِلَّا,except
403,2:26,2,26,421,الْفَاسِقِينَ,the defiantly disobedient.
404,2:27,2,27,29,الَّذِينَ,Those who
405,2:27,2,27,1081,يَنْقُضُونَ,break
406,2:27,2,27,118,عَهْدَ,(the) Covenant
407,2:27,2,27,25,اللَّهِ,(of) Allah
408,2:27,2,27,974,مِنْ,from
409,2:27,2,27,213,بَعْدِ,after
410,2:27,2,27,1722,مِيثَاقِهِ,"its ratification,"
411,2:27,2,27,1196,وَيَقْطَعُونَ,and [they] cut
412,2:27,2,27,933,مَا,what
413,2:27,2,27,43,أَمَرَ,has ordered
414,2:27,2,27,25,اللَّهُ,Allah
415,2:27,2,27,208,بِهِ,it
416,2:27,2,27,47,أَنْ,to
417,2:27,2,27,1705,يُوصَلَ,be joined
418,2:27,2,27,419,وَيُفْسِدُونَ,and [they] spread corruption
419,2:27,2,27,439,فِي,in
420,2:27,2,27,61,الْأَرْضِ,the earth.
421,2:27,2,27,87,أُولَئِكَ,"Those,"
422,2:27,2,27,516,هُمُ,they
423,2:27,2,27,843,الْخَاسِرُونَ,(are) the losers.
424,2:28,2,28,790,كَيْفَ,How
425,2:28,2,28,742,تَكْفُرُونَ,(can) you disbelieve
426,2:28,2,28,25,بِاللَّهِ,in Allah?
427,2:28,2,28,785,وَكُنْتُمْ,While you were
428,2:28,2,28,1010,أَمْوَاتًا,dead
429,2:28,2,28,648,فَأَحْيَاكُمْ,then He gave you life;
430,2:28,2,28,1613,ثُمَّ,then
431,2:28,2,28,1010,يُمِيتُكُمْ,"He will cause you to die,"
432,2:28,2,28,1613,ثُمَّ,then
433,2:28,2,28,648,يُحْيِيكُمْ,"He will give you life,"
434,2:28,2,28,1613,ثُمَّ,then
435,2:28,2,28,36,إِلَيْهِ,to Him
436,2:28,2,28,1250,تُرْجَعُونَ,you will be returned.
437,2:29,2,29,534,هُوَ,He
438,2:29,2,29,29,الَّذِي,(is) the One Who
439,2:29,2,29,816,خَلَقَ,created
440,2:29,2,29,865,لَكُمْ,for you
441,2:29,2,29,933,مَا,what
442,2:29,2,29,439,فِي,(is) in
443,2:29,2,29,61,الْأَرْضِ,"the earth,"
444,2:29,2,29,683,جَمِيعًا,all.
445,2:29,2,29,1613,ثُمَّ,Moreover
446,2:29,2,29,1534,اسْتَوَى,He turned
447,2:29,2,29,36,إِلَى,to
448,2:29,2,29,1493,السَّمَاءِ,the heaven
449,2:29,2,29,1534,فَسَوَّاهُنَّ,and fashioned them
450,2:29,2,29,1435,سَبْعَ,seven
451,2:29,2,29,1493,سَمَاوَاتٍ,heavens.
452,2:29,2,29,534,وَهُوَ,And He
453,2:29,2,29,753,بِكُلِّ,of every
454,2:29,2,29,1424,شَيْءٍ,thing
455,2:29,2,29,126,عَلِيمٌ,(is) All-Knowing.
456,2:30,2,30,78,وَإِذْ,And when
457,2:30,2,30,1205,قَالَ,said
458,2:30,2,30,1219,رَبُّكَ,your Lord
459,2:30,2,30,968,لِلْمَلَائِكَةِ,"to the angels,"
460,2:30,2,30,51,إِنِّي,"""Indeed, I (am)"
461,2:30,2,30,655,جَاعِلٌ,going to place
462,2:30,2,30,439,فِي,in
463,2:30,2,30,61,الْأَرْضِ,the earth
464,2:30,2,30,814,خَلِيفَةً,"a vicegerent,"
465,2:30,2,30,1205,قَالُوا,"they said,"
466,2:30,2,30,655,أَتَجْعَلُ,"""Will You place"
467,2:30,2,30,439,فِيهَا,in it
468,2:30,2,30,974,مَنْ,(one) who
469,2:30,2,30,419,يُفْسِدُ,will spread corruption
470,2:30,2,30,439,فِيهَا,in it
471,2:30,2,30,1450,وَيَسْفِكُ,and will shed
472,2:30,2,30,352,الدِّمَاءَ,"[the] blood[s],"
473,2:30,2,30,1056,وَنَحْنُ,"while we,"
474,2:30,2,30,1438,نُسَبِّحُ,[we] glorify (You)
475,2:30,2,30,581,بِحَمْدِكَ,with Your praises
476,2:30,2,30,1145,وَنُقَدِّسُ,and we sanctify
477,2:30,2,30,865,لَكَ,[to]
478,2:30,2,30,1205,قَالَ,"He said,"
479,2:30,2,30,51,إِنِّي,"""Indeed,"
480,2:30,2,30,126,أَعْلَمُ,[I] know
481,2:30,2,30,933,مَا,what
482,2:30,2,30,866,لَا,not
483,2:30,2,30,126,تَعْلَمُونَ,"you know."""
484,2:31,2,31,126,وَعَلَّمَ,And He taught
485,2:31,2,31,9,ءَادَمَ,Adam
486,2:31,2,31,1493,الْأَسْمَاءَ,the names -
487,2:31,2,31,753,كُلَّهَا,all of them.
488,2:31,2,31,1613,ثُمَّ,Then
489,2:31,2,31,152,عَرَضَهُمْ,He displayed them
490,2:31,2,31,130,عَلَى,to
491,2:31,2,31,968,الْمَلَائِكَةِ,"the angels,"
492,2:31,2,31,1205,فَقَالَ,"then He said,"
493,2:31,2,31,1025,أَنْبِئُونِي,"""Inform"
494,2:31,2,31,1493,بِأَسْمَاءِ,of (the) names
495,2:31,2,31,87,هَؤُلَاءِ,"(of) these,"
496,2:31,2,31,47,إِنْ,if
497,2:31,2,31,785,كُنْتُمْ,you are
498,2:31,2,31,1317,صَادِقِينَ,"truthful."""
499,2:32,2,32,1205,قَالُوا,"They said,"
500,2:32,2,32,1438,سُبْحَانَكَ,"""Glory be to You!"
501,2:32,2,32,866,لَا,No
502,2:32,2,32,126,عِلْمَ,knowledge
503,2:32,2,32,865,لَنَا,(is) for us
504,2:32,2,32,27,إِلَّا,except
505,2:32,2,32,933,مَا,what
506,2:32,2,32,126,عَلَّمْتَنَا,You have taught us.
507,2:32,2,32,51,إِنَّكَ,Indeed You!
508,2:32,2,32,55,أَنْتَ,You
509,2:32,2,32,126,الْعَلِيمُ,"(are) the All-Knowing,"
510,2:32,2,32,572,الْحَكِيمُ,the All-Wise.
511,2:33,2,33,1205,قَالَ,"He said,"
512,2:33,2,33,9,يَاءَادَمُ,"""O Adam!"
513,2:33,2,33,1025,أَنْبِئْهُمْ,Inform them
514,2:33,2,33,1493,بِأَسْمَائِهِمْ,"of their names."""
515,2:33,2,33,904,فَلَمَّا,And when
516,2:33,2,33,1025,أَنْبَأَهُمْ,he had informed them
517,2:33,2,33,1493,بِأَسْمَائِهِمْ,"of their names,"
518,2:33,2,33,1205,قَالَ,"He said,"
